strategy,category,subcategory,allocation_pct
"Multifactor 80 TM (ETF, MUSLGMFTLM, N7YMUN)",Bonds,US Treasury,2.7615
"Multifactor 80 TM (ETF, MUSLGMFTLM, N7YMUN)",Bonds,US Corporate Bond,4.4856
"Multifactor 80 TM (ETF, MUSLGMFTLM, N7YMUN)",Bonds,Int'l Bond,3.3279
"Multifactor 80 TM (ETF, MUSLGMFTLM, N7YMUN)",Cash,,0.8745
"Multifactor 80 TM (ETF, MUSLGMFTLM, N7YMUN)",Cash,Cash,0.2995
"Multifactor 80 TM (ETF, MUSLGMFTLM, N7YMUN)",Cash,Money Market Taxable,0.575
"Multifactor 80 TM (ETF, N15YMUN)",Equity,,80.0
"Multifactor 80 TM (ETF, N15YMUN)",Equity,US Large Cap Core,28.1578
"Multifactor 80 TM (ETF, N15YMUN)",Equity,US Real Estate,1.304
"Multifactor 80 TM (ETF, N15YMUN)",Equity,US Sector Equity,18.1075
"Multifactor 80 TM (ETF, N15YMUN)",Equity,US Mid Cap Core,2.8299
"Multifactor 80 TM (ETF, N15YMUN)",Equity,US Small Cap Core,8.7964
"Multifactor 80 TM (ETF, N15YMUN)",Equity,Int'l Developed Core,8.397
"Multifactor 80 TM (ETF, N15YMUN)",Equity,Int'l Developed Small/Mid Cap,4.5684
"Multifactor 80 TM (ETF, N15YMUN)",Equity,Emerging Markets Core,7.839
"Multifactor 80 TM (ETF, N15YMUN)",Bonds,,19.1255
"Multifactor 80 TM (ETF, N15YMUN)",Bonds,US Aggregate Bond,8.5504
"Multifactor 80 TM (ETF, N15YMUN)",Bonds,US Treasury,2.7615
"Multifactor 80 TM (ETF, N15YMUN)",Bonds,US Corporate Bond,4.4856
"Multifactor 80 TM (ETF, N15YMUN)",Bonds,Int'l Bond,3.3279
"Multifactor 80 TM (ETF, N15YMUN)",Cash,,0.8745
"Multifactor 80 TM (ETF, N15YMUN)",Cash,Cash,0.2995
"Multifactor 80 TM (ETF, N15YMUN)",Cash,Money Market Taxable,0.575
"Multifactor 80 TM (ETF, QUSALVMQ)",Equity,,80.0
"Multifactor 80 TM (ETF, QUSALVMQ)",Equity,US Large Cap Core,28.1578
"Multifactor 80 TM (ETF, QUSALVMQ)",Equity,US Real Estate,1.304
"Multifactor 80 TM (ETF, QUSALVMQ)",Equity,US Sector Equity,18.1075
"Multifactor 80 TM (ETF, QUSALVMQ)",Equity,US Mid Cap Core,2.8299
"Multifactor 80 TM (ETF, QUSALVMQ)",Equity,US Small Cap Core,8.7964
"Multifactor 80 TM (ETF, QUSALVMQ)",Equity,Int'l Developed Core,8.397
"Multifactor 80 TM (ETF, QUSALVMQ)",Equity,Int'l Developed Small/Mid Cap,4.5684
"Multifactor 80 TM (ETF, QUSALVMQ)",Equity,Emerging Markets Core,7.839
"Multifactor 80 TM (ETF, QUSALVMQ)",Bonds,,19.1255
"Multifactor 80 TM (ETF, QUSALVMQ)",Bonds,US Aggregate Bond,8.5504
"Multifactor 80 TM (ETF, QUSALVMQ)",Bonds,US Treasury,2.7615
"Multifactor 80 TM (ETF, QUSALVMQ)",Bonds,US Corporate Bond,4.4856
"Multifactor 80 TM (ETF, QUSALVMQ)",Bonds,Int'l Bond,3.3279
"Multifactor 80 TM (ETF, QUSALVMQ)",Cash,,0.8745
"Multifactor 80 TM (ETF, QUSALVMQ)",Cash,Cash,0.2995
"Multifactor 80 TM (ETF, QUSALVMQ)",Cash,Money Market Taxable,0.575
"Multifactor 80 TM (ETF, QUSALVMQ, CA Muni)",Equity,,80.0
"Multifactor 80 TM (ETF, QUSALVMQ, CA Muni)",Equity,US Large Cap Core,28.1578
"Multifactor 80 TM (ETF, QUSALVMQ, CA Muni)",Equity,US Real Estate,1.304
"Multifactor 80 TM (ETF, QUSALVMQ, CA Muni)",Equity,US Sector Equity,18.1075
"Multifactor 80 TM (ETF, QUSALVMQ, CA Muni)",Equity,US Mid Cap Core,2.8299
"Multifactor 80 TM (ETF, QUSALVMQ, CA Muni)",Equity,US Small Cap Core,8.7964
"Multifactor 80 TM (ETF, QUSALVMQ, CA Muni)",Equity,Int'l Developed Core,8.397
"Multifactor 80 TM (ETF, QUSALVMQ, CA Muni)",Equity,Int'l Developed Small/Mid Cap,4.5684
"Multifactor 80 TM (ETF, QUSALVMQ, CA Muni)",Equity,Emerging Markets Core,7.839
"Multifactor 80 TM (ETF, QUSALVMQ, CA Muni)",Bonds,,19.1255
"Multifactor 80 TM (ETF, QUSALVMQ, CA Muni)",Bonds,US Aggregate Bond,8.5504
"Multifactor 80 TM (ETF, QUSALVMQ, CA Muni)",Bonds,US Treasury,2.7615
"Multifactor 80 TM (ETF, QUSALVMQ, CA Muni)",Bonds,US Corporate Bond,4.4856
"Multifactor 80 TM (ETF, QUSALVMQ, CA Muni)",Bonds,Int'l Bond,3.3279
"Multifactor 80 TM (ETF, QUSALVMQ, CA Muni)",Cash,,0.8745
"Multifactor 80 TM (ETF, QUSALVMQ, CA Muni)",Cash,Cash,0.2995
"Multifactor 80 TM (ETF, QUSALVMQ, CA Muni)",Cash,Money Market Taxable,0.575
"Multifactor 80 TM (ETF, QUSALVMQ, CA Muni, N7YMUN)",Equity,,80.0
"Multifactor 80 TM (ETF, QUSALVMQ, CA Muni, N7YMUN)",Equity,US Large Cap Core,28.1578
"Multifactor 80 TM (ETF, QUSALVMQ, CA Muni, N7YMUN)",Equity,US Real Estate,1.304
"Multifactor 80 TM (ETF, QUSALVMQ, CA Muni, N7YMUN)",Equity,US Sector Equity,18.1075
"Multifactor 80 TM (ETF, QUSALVMQ, CA Muni, N7YMUN)",Equity,US Mid Cap Core,2.8299
"Multifactor 80 TM (ETF, QUSALVMQ, CA Muni, N7YMUN)",Equity,US Small Cap Core,8.7964
"Multifactor 80 TM (ETF, QUSALVMQ, CA Muni, N7YMUN)",Equity,Int'l Developed Core,8.397
"Multifactor 80 TM (ETF, QUSALVMQ, CA Muni, N7YMUN)",Equity,Int'l Developed Small/Mid Cap,4.5684
"Multifactor 80 TM (ETF, QUSALVMQ, CA Muni, N7YMUN)",Equity,Emerging Markets Core,7.839
"Multifactor 80 TM (ETF, QUSALVMQ, CA Muni, N7YMUN)",Bonds,,19.1255
"Multifactor 80 TM (ETF, QUSALVMQ, CA Muni, N7YMUN)",Bonds,US Aggregate Bond,8.5504
"Multifactor 80 TM (ETF, QUSALVMQ, CA Muni, N7YMUN)",Bonds,US Treasury,2.7615
"Multifactor 80 TM (ETF, QUSALVMQ, CA Muni, N7YMUN)",Bonds,US Corporate Bond,4.4856
"Multifactor 80 TM (ETF, QUSALVMQ, CA Muni, N7YMUN)",Bonds,Int'l Bond,3.3279
"Multifactor 80 TM (ETF, QUSALVMQ, CA Muni, N7YMUN)",Cash,,0.8745
"Multifactor 80 TM (ETF, QUSALVMQ, CA Muni, N7YMUN)",Cash,Cash,0.2995
"Multifactor 80 TM (ETF, QUSALVMQ, CA Muni, N7YMUN)",Cash,Money Market Taxable,0.575
"Multifactor 80 TM (ETF, QUSALVMQ, N15YMUN)",Equity,,80.0
"Multifactor 80 TM (ETF, QUSALVMQ, N15YMUN)",Equity,US Large Cap Core,28.1578
"Multifactor 80 TM (ETF, QUSALVMQ, N15YMUN)",Equity,US Real Estate,1.304
"Multifactor 80 TM (ETF, QUSALVMQ, N15YMUN)",Equity,US Sector Equity,18.1075
"Multifactor 80 TM (ETF, QUSALVMQ, N15YMUN)",Equity,US Mid Cap Core,2.8299
"Multifactor 80 TM (ETF, QUSALVMQ, N15YMUN)",Equity,US Small Cap Core,8.7964
"Multifactor 80 TM (ETF, QUSALVMQ, N15YMUN)",Equity,Int'l Developed Core,8.397
"Multifactor 80 TM (ETF, QUSALVMQ, N15YMUN)",Equity,Int'l Developed Small/Mid Cap,4.5684
"Multifactor 80 TM (ETF, QUSALVMQ, N15YMUN)",Equity,Emerging Markets Core,7.839
"Multifactor 80 TM (ETF, QUSALVMQ, N15YMUN)",Bonds,,19.1255
"Multifactor 80 TM (ETF, QUSALVMQ, N15YMUN)",Bonds,US Aggregate Bond,8.5504
"Multifactor 80 TM (ETF, QUSALVMQ, N15YMUN)",Bonds,US Treasury,2.7615
"Multifactor 80 TM (ETF, QUSALVMQ, N15YMUN)",Bonds,US Corporate Bond,4.4856
"Multifactor 80 TM (ETF, QUSALVMQ, N15YMUN)",Bonds,Int'l Bond,3.3279
"Multifactor 80 TM (ETF, QUSALVMQ, N15YMUN)",Cash,,0.8745
"Multifactor 80 TM (ETF, QUSALVMQ, N15YMUN)",Cash,Cash,0.2995
"Multifactor 80 TM (ETF, QUSALVMQ, N15YMUN)",Cash,Money Market Taxable,0.575
"Multifactor 80 TM (ETF, QUSALVMQ, N7YMUN)",Equity,,80.0
"Multifactor 80 TM (ETF, QUSALVMQ, N7YMUN)",Equity,US Large Cap Core,28.1578
"Multifactor 80 TM (ETF, QUSALVMQ, N7YMUN)",Equity,US Real Estate,1.304
"Multifactor 80 TM (ETF, QUSALVMQ, N7YMUN)",Equity,US Sector Equity,18.1075
"Multifactor 80 TM (ETF, QUSALVMQ, N7YMUN)",Equity,US Mid Cap Core,2.8299
"Multifactor 80 TM (ETF, QUSALVMQ, N7YMUN)",Equity,US Small Cap Core,8.7964
"Multifactor 80 TM (ETF, QUSALVMQ, N7YMUN)",Equity,Int'l Developed Core,8.397
"Multifactor 80 TM (ETF, QUSALVMQ, N7YMUN)",Equity,Int'l Developed Small/Mid Cap,4.5684
"Multifactor 80 TM (ETF, QUSALVMQ, N7YMUN)",Equity,Emerging Markets Core,7.839
"Multifactor 80 TM (ETF, QUSALVMQ, N7YMUN)",Bonds,,19.1255
"Multifactor 80 TM (ETF, QUSALVMQ, N7YMUN)",Bonds,US Aggregate Bond,8.5504
"Multifactor 80 TM (ETF, QUSALVMQ, N7YMUN)",Bonds,US Treasury,2.7615
"Multifactor 80 TM (ETF, QUSALVMQ, N7YMUN)",Bonds,US Corporate Bond,4.4856
"Multifactor 80 TM (ETF, QUSALVMQ, N7YMUN)",Bonds,Int'l Bond,3.3279
"Multifactor 80 TM (ETF, QUSALVMQ, N7YMUN)",Cash,,0.8745
"Multifactor 80 TM (ETF, QUSALVMQ, N7YMUN)",Cash,Cash,0.2995
"Multifactor 80 TM (ETF, QUSALVMQ, N7YMUN)",Cash,Money Market Taxable,0.575
"Multifactor 80 TM (ETF, QUSALVMQ, QIDMVMQ)",Equity,,80.0
"Multifactor 80 TM (ETF, QUSALVMQ, QIDMVMQ)",Equity,US Large Cap Core,28.1578
"Multifactor 80 TM (ETF, QUSALVMQ, QIDMVMQ)",Equity,US Real Estate,1.304
"Multifactor 80 TM (ETF, QUSALVMQ, QIDMVMQ)",Equity,US Sector Equity,18.1075
"Multifactor 80 TM (ETF, QUSALVMQ, QIDMVMQ)",Equity,US Mid Cap Core,2.8299
"Multifactor 80 TM (ETF, QUSALVMQ, QIDMVMQ)",Equity,US Small Cap Core,8.7964
"Multifactor 80 TM (ETF, QUSALVMQ, QIDMVMQ)",Equity,Int'l Developed Core,8.397
"Multifactor 80 TM (ETF, QUSALVMQ, QIDMVMQ)",Equity,Int'l Developed Small/Mid Cap,4.5684
"Multifactor 80 TM (ETF, QUSALVMQ, QIDMVMQ)",Equity,Emerging Markets Core,7.839
"Multifactor 80 TM (ETF, QUSALVMQ, QIDMVMQ)",Bonds,,19.1255
"Multifactor 80 TM (ETF, QUSALVMQ, QIDMVMQ)",Bonds,US Aggregate Bond,8.5504
"Multifactor 80 TM (ETF, QUSALVMQ, QIDMVMQ)",Bonds,US Treasury,2.7615
"Multifactor 80 TM (ETF, QUSALVMQ, QIDMVMQ)",Bonds,US Corporate Bond,4.4856
"Multifactor 80 TM (ETF, QUSALVMQ, QIDMVMQ)",Bonds,Int'l Bond,3.3279
"Multifactor 80 TM (ETF, QUSALVMQ, QIDMVMQ)",Cash,,0.8745
"Multifactor 80 TM (ETF, QUSALVMQ, QIDMVMQ)",Cash,Cash,0.2995
"Multifactor 80 TM (ETF, QUSALVMQ, QIDMVMQ)",Cash,Money Market Taxable,0.575
"Multifactor 80 TM (ETF, QUSALVMQ, QIDMVMQ, CA Mun)",Equity,,80.0
"Multifactor 80 TM (ETF, QUSALVMQ, QIDMVMQ, CA Mun)",Equity,US Large Cap Core,28.1578
"Multifactor 80 TM (ETF, QUSALVMQ, QIDMVMQ, CA Mun)",Equity,US Real Estate,1.304
"Multifactor 80 TM (ETF, QUSALVMQ, QIDMVMQ, CA Mun)",Equity,US Sector Equity,18.1075
"Multifactor 80 TM (ETF, QUSALVMQ, QIDMVMQ, CA Mun)",Equity,US Mid Cap Core,2.8299
"Multifactor 80 TM (ETF, QUSALVMQ, QIDMVMQ, CA Mun)",Equity,US Small Cap Core,8.7964
"Multifactor 80 TM (ETF, QUSALVMQ, QIDMVMQ, CA Mun)",Equity,Int'l Developed Core,8.397
"Multifactor 80 TM (ETF, QUSALVMQ, QIDMVMQ, CA Mun)",Equity,Int'l Developed Small/Mid Cap,4.5684
"Multifactor 80 TM (ETF, QUSALVMQ, QIDMVMQ, CA Mun)",Equity,Emerging Markets Core,7.839
"Multifactor 80 TM (ETF, QUSALVMQ, QIDMVMQ, CA Mun)",Bonds,,19.1255
"Multifactor 80 TM (ETF, QUSALVMQ, QIDMVMQ, CA Mun)",Bonds,US Aggregate Bond,8.5504
"Multifactor 80 TM (ETF, QUSALVMQ, QIDMVMQ, CA Mun)",Bonds,US Treasury,2.7615
"Multifactor 80 TM (ETF, QUSALVMQ, QIDMVMQ, CA Mun)",Bonds,US Corporate Bond,4.4856
"Multifactor 80 TM (ETF, QUSALVMQ, QIDMVMQ, CA Mun)",Bonds,Int'l Bond,3.3279
"Multifactor 80 TM (ETF, QUSALVMQ, QIDMVMQ, CA Mun)",Cash,,0.8745
"Multifactor 80 TM (ETF, QUSALVMQ, QIDMVMQ, CA Mun)",Cash,Cash,0.2995
"Multifactor 80 TM (ETF, QUSALVMQ, QIDMVMQ, CA Mun)",Cash,Money Market Taxable,0.575
"Multifactor 80 TM (ETF, QUSLGVMQ, 5YMUNETF)",Equity,,80.0
"Multifactor 80 TM (ETF, QUSLGVMQ, 5YMUNETF)",Equity,US Large Cap Core,28.1578
"Multifactor 80 TM (ETF, QUSLGVMQ, 5YMUNETF)",Equity,US Real Estate,1.304
"Multifactor 80 TM (ETF, QUSLGVMQ, 5YMUNETF)",Equity,US Sector Equity,18.1075
"Multifactor 80 TM (ETF, QUSLGVMQ, 5YMUNETF)",Equity,US Mid Cap Core,2.8299
"Multifactor 80 TM (ETF, QUSLGVMQ, 5YMUNETF)",Equity,US Small Cap Core,8.7964
"Multifactor 80 TM (ETF, QUSLGVMQ, 5YMUNETF)",Equity,Int'l Developed Core,8.397
"Multifactor 80 TM (ETF, QUSLGVMQ, 5YMUNETF)",Equity,Int'l Developed Small/Mid Cap,4.5684
"Multifactor 80 TM (ETF, QUSLGVMQ, 5YMUNETF)",Equity,Emerging Markets Core,7.839
"Multifactor 80 TM (ETF, QUSLGVMQ, 5YMUNETF)",Bonds,,19.1255
"Multifactor 80 TM (ETF, QUSLGVMQ, 5YMUNETF)",Bonds,US Aggregate Bond,8.5504
"Multifactor 80 TM (ETF, QUSLGVMQ, 5YMUNETF)",Bonds,US Treasury,2.7615
"Multifactor 80 TM (ETF, QUSLGVMQ, 5YMUNETF)",Bonds,US Corporate Bond,4.4856
"Multifactor 80 TM (ETF, QUSLGVMQ, 5YMUNETF)",Bonds,Int'l Bond,3.3279
"Multifactor 80 TM (ETF, QUSLGVMQ, 5YMUNETF)",Cash,,0.8745
"Multifactor 80 TM (ETF, QUSLGVMQ, 5YMUNETF)",Cash,Cash,0.2995
"Multifactor 80 TM (ETF, QUSLGVMQ, 5YMUNETF)",Cash,Money Market Taxable,0.575
"Multifactor 80 TM (ETF, QUSLGVMQ, CA Muni)",Equity,,80.0
"Multifactor 80 TM (ETF, QUSLGVMQ, CA Muni)",Equity,US Large Cap Core,28.1578
"Multifactor 80 TM (ETF, QUSLGVMQ, CA Muni)",Equity,US Real Estate,1.304
"Multifactor 80 TM (ETF, QUSLGVMQ, CA Muni)",Equity,US Sector Equity,18.1075
"Multifactor 80 TM (ETF, QUSLGVMQ, CA Muni)",Equity,US Mid Cap Core,2.8299
"Multifactor 80 TM (ETF, QUSLGVMQ, CA Muni)",Equity,US Small Cap Core,8.7964
"Multifactor 80 TM (ETF, QUSLGVMQ, CA Muni)",Equity,Int'l Developed Core,8.397
"Multifactor 80 TM (ETF, QUSLGVMQ, CA Muni)",Equity,Int'l Developed Small/Mid Cap,4.5684
"Multifactor 80 TM (ETF, QUSLGVMQ, CA Muni)",Equity,Emerging Markets Core,7.839
"Multifactor 80 TM (ETF, QUSLGVMQ, CA Muni)",Bonds,,19.1255
"Multifactor 80 TM (ETF, QUSLGVMQ, CA Muni)",Bonds,US Aggregate Bond,8.5504
"Multifactor 80 TM (ETF, QUSLGVMQ, CA Muni)",Bonds,US Treasury,2.7615
"Multifactor 80 TM (ETF, QUSLGVMQ, CA Muni)",Bonds,US Corporate Bond,4.4856
"Multifactor 80 TM (ETF, QUSLGVMQ, CA Muni)",Bonds,Int'l Bond,3.3279
"Multifactor 80 TM (ETF, QUSLGVMQ, CA Muni)",Cash,,0.8745
"Multifactor 80 TM (ETF, QUSLGVMQ, CA Muni)",Cash,Cash,0.2995
"Multifactor 80 TM (ETF, QUSLGVMQ, CA Muni)",Cash,Money Market Taxable,0.575
"Multifactor 80 TM (ETF, QUSLGVMQ, QIDMVMQ)",Equity,,80.0
"Multifactor 80 TM (ETF, QUSLGVMQ, QIDMVMQ)",Equity,US Large Cap Core,28.1578
"Multifactor 80 TM (ETF, QUSLGVMQ, QIDMVMQ)",Equity,US Real Estate,1.304
"Multifactor 80 TM (ETF, QUSLGVMQ, QIDMVMQ)",Equity,US Sector Equity,18.1075
"Multifactor 80 TM (ETF, QUSLGVMQ, QIDMVMQ)",Equity,US Mid Cap Core,2.8299
"Multifactor 80 TM (ETF, QUSLGVMQ, QIDMVMQ)",Equity,US Small Cap Core,8.7964
"Multifactor 80 TM (ETF, QUSLGVMQ, QIDMVMQ)",Equity,Int'l Developed Core,8.397
"Multifactor 80 TM (ETF, QUSLGVMQ, QIDMVMQ)",Equity,Int'l Developed Small/Mid Cap,4.5684
"Multifactor 80 TM (ETF, QUSLGVMQ, QIDMVMQ)",Equity,Emerging Markets Core,7.839
"Multifactor 80 TM (ETF, QUSLGVMQ, QIDMVMQ)",Bonds,,19.1255
"Multifactor 80 TM (ETF, QUSLGVMQ, QIDMVMQ)",Bonds,US Aggregate Bond,8.5504
"Multifactor 80 TM (ETF, QUSLGVMQ, QIDMVMQ)",Bonds,US Treasury,2.7615
"Multifactor 80 TM (ETF, QUSLGVMQ, QIDMVMQ)",Bonds,US Corporate Bond,4.4856
"Multifactor 80 TM (ETF, QUSLGVMQ, QIDMVMQ)",Bonds,Int'l Bond,3.3279
"Multifactor 80 TM (ETF, QUSLGVMQ, QIDMVMQ)",Cash,,0.8745
"Multifactor 80 TM (ETF, QUSLGVMQ, QIDMVMQ)",Cash,Cash,0.2995
"Multifactor 80 TM (ETF, QUSLGVMQ, QIDMVMQ)",Cash,Money Market Taxable,0.575
"Multifactor 80 TM (ETF, US Only)",Equity,,80.0
"Multifactor 80 TM (ETF, US Only)",Equity,US Large Cap Core,28.1578
"Multifactor 80 TM (ETF, US Only)",Equity,US Real Estate,1.304
"Multifactor 80 TM (ETF, US Only)",Equity,US Sector Equity,18.1075
"Multifactor 80 TM (ETF, US Only)",Equity,US Mid Cap Core,2.8299
"Multifactor 80 TM (ETF, US Only)",Equity,US Small Cap Core,8.7964
"Multifactor 80 TM (ETF, US Only)",Equity,Int'l Developed Core,8.397
"Multifactor 80 TM (ETF, US Only)",Equity,Int'l Developed Small/Mid Cap,4.5684
"Multifactor 80 TM (ETF, US Only)",Equity,Emerging Markets Core,7.839
"Multifactor 80 TM (ETF, US Only)",Bonds,,19.1255
"Multifactor 80 TM (ETF, US Only)",Bonds,US Aggregate Bond,8.5504
"Multifactor 80 TM (ETF, US Only)",Bonds,US Treasury,2.7615
"Multifactor 80 TM (ETF, US Only)",Bonds,US Corporate Bond,4.4856
"Multifactor 80 TM (ETF, US Only)",Bonds,Int'l Bond,3.3279
"Multifactor 80 TM (ETF, US Only)",Cash,,0.8745
"Multifactor 80 TM (ETF, US Only)",Cash,Cash,0.2995
"Multifactor 80 TM (ETF, US Only)",Cash,Money Market Taxable,0.575
"Multifactor 80 TM (ETF, US Only, CA Muni)",Equity,,80.0
"Multifactor 80 TM (ETF, US Only, CA Muni)",Equity,US Large Cap Core,28.1578
"Multifactor 80 TM (ETF, US Only, CA Muni)",Equity,US Real Estate,1.304
"Multifactor 80 TM (ETF, US Only, CA Muni)",Equity,US Sector Equity,18.1075
"Multifactor 80 TM (ETF, US Only, CA Muni)",Equity,US Mid Cap Core,2.8299
"Multifactor 80 TM (ETF, US Only, CA Muni)",Equity,US Small Cap Core,8.7964
"Multifactor 80 TM (ETF, US Only, CA Muni)",Equity,Int'l Developed Core,8.397
"Multifactor 80 TM (ETF, US Only, CA Muni)",Equity,Int'l Developed Small/Mid Cap,4.5684
"Multifactor 80 TM (ETF, US Only, CA Muni)",Equity,Emerging Markets Core,7.839
"Multifactor 80 TM (ETF, US Only, CA Muni)",Bonds,,19.1255
"Multifactor 80 TM (ETF, US Only, CA Muni)",Bonds,US Aggregate Bond,8.5504
"Multifactor 80 TM (ETF, US Only, CA Muni)",Bonds,US Treasury,2.7615
"Multifactor 80 TM (ETF, US Only, CA Muni)",Bonds,US Corporate Bond,4.4856
"Multifactor 80 TM (ETF, US Only, CA Muni)",Bonds,Int'l Bond,3.3279
"Multifactor 80 TM (ETF, US Only, CA Muni)",Cash,,0.8745
"Multifactor 80 TM (ETF, US Only, CA Muni)",Cash,Cash,0.2995
"Multifactor 80 TM (ETF, US Only, CA Muni)",Cash,Money Market Taxable,0.575
"Multifactor 80 TM (ETF, US Only, QUSALVMQ)",Equity,,80.0
"Multifactor 80 TM (ETF, US Only, QUSALVMQ)",Equity,US Large Cap Core,28.1578
"Multifactor 80 TM (ETF, US Only, QUSALVMQ)",Equity,US Real Estate,1.304
"Multifactor 80 TM (ETF, US Only, QUSALVMQ)",Equity,US Sector Equity,18.1075
"Multifactor 80 TM (ETF, US Only, QUSALVMQ)",Equity,US Mid Cap Core,2.8299
"Multifactor 80 TM (ETF, US Only, QUSALVMQ)",Equity,US Small Cap Core,8.7964
"Multifactor 80 TM (ETF, US Only, QUSALVMQ)",Equity,Int'l Developed Core,8.397
"Multifactor 80 TM (ETF, US Only, QUSALVMQ)",Equity,Int'l Developed Small/Mid Cap,4.5684
"Multifactor 80 TM (ETF, US Only, QUSALVMQ)",Equity,Emerging Markets Core,7.839
"Multifactor 80 TM (ETF, US Only, QUSALVMQ)",Bonds,,19.1255
"Multifactor 80 TM (ETF, US Only, QUSALVMQ)",Bonds,US Aggregate Bond,8.5504
"Multifactor 80 TM (ETF, US Only, QUSALVMQ)",Bonds,US Treasury,2.7615
"Multifactor 80 TM (ETF, US Only, QUSALVMQ)",Bonds,US Corporate Bond,4.4856
"Multifactor 80 TM (ETF, US Only, QUSALVMQ)",Bonds,Int'l Bond,3.3279
"Multifactor 80 TM (ETF, US Only, QUSALVMQ)",Cash,,0.8745
"Multifactor 80 TM (ETF, US Only, QUSALVMQ)",Cash,Cash,0.2995
"Multifactor 80 TM (ETF, US Only, QUSALVMQ)",Cash,Money Market Taxable,0.575
"Multifactor 80 TM (ETF, US Only, USLGVMQ)",Equity,,80.0
"Multifactor 80 TM (ETF, US Only, USLGVMQ)",Equity,US Large Cap Core,28.1578
"Multifactor 80 TM (ETF, US Only, USLGVMQ)",Equity,US Real Estate,1.304
"Multifactor 80 TM (ETF, US Only, USLGVMQ)",Equity,US Sector Equity,18.1075
"Multifactor 80 TM (ETF, US Only, USLGVMQ)",Equity,US Mid Cap Core,2.8299
"Multifactor 80 TM (ETF, US Only, USLGVMQ)",Equity,US Small Cap Core,8.7964
"Multifactor 80 TM (ETF, US Only, USLGVMQ)",Equity,Int'l Developed Core,8.397
"Multifactor 80 TM (ETF, US Only, USLGVMQ)",Equity,Int'l Developed Small/Mid Cap,4.5684
"Multifactor 80 TM (ETF, US Only, USLGVMQ)",Equity,Emerging Markets Core,7.839
"Multifactor 80 TM (ETF, US Only, USLGVMQ)",Bonds,,19.1255
"Multifactor 80 TM (ETF, US Only, USLGVMQ)",Bonds,US Aggregate Bond,8.5504
"Multifactor 80 TM (ETF, US Only, USLGVMQ)",Bonds,US Treasury,2.7615
"Multifactor 80 TM (ETF, US Only, USLGVMQ)",Bonds,US Corporate Bond,4.4856
"Multifactor 80 TM (ETF, US Only, USLGVMQ)",Bonds,Int'l Bond,3.3279
"Multifactor 80 TM (ETF, US Only, USLGVMQ)",Cash,,0.8745
"Multifactor 80 TM (ETF, US Only, USLGVMQ)",Cash,Cash,0.2995
"Multifactor 80 TM (ETF, US Only, USLGVMQ)",Cash,Money Market Taxable,0.575
"Multifactor 80 TM (ETF,exCore,QUSLGVMQ,5YMUNETF)",Equity,,80.0
"Multifactor 80 TM (ETF,exCore,QUSLGVMQ,5YMUNETF)",Equity,US Large Cap Core,28.1578
"Multifactor 80 TM (ETF,exCore,QUSLGVMQ,5YMUNETF)",Equity,US Real Estate,1.304
"Multifactor 80 TM (ETF,exCore,QUSLGVMQ,5YMUNETF)",Equity,US Sector Equity,18.1075
"Multifactor 80 TM (ETF,exCore,QUSLGVMQ,5YMUNETF)",Equity,US Mid Cap Core,2.8299
"Multifactor 80 TM (ETF,exCore,QUSLGVMQ,5YMUNETF)",Equity,US Small Cap Core,8.7964
"Multifactor 80 TM (ETF,exCore,QUSLGVMQ,5YMUNETF)",Equity,Int'l Developed Core,8.397
"Multifactor 80 TM (ETF,exCore,QUSLGVMQ,5YMUNETF)",Equity,Int'l Developed Small/Mid Cap,4.5684
"Multifactor 80 TM (ETF,exCore,QUSLGVMQ,5YMUNETF)",Equity,Emerging Markets Core,7.839
"Multifactor 80 TM (ETF,exCore,QUSLGVMQ,5YMUNETF)",Bonds,,19.1255
"Multifactor 80 TM (ETF,exCore,QUSLGVMQ,5YMUNETF)",Bonds,US Aggregate Bond,8.5504
"Multifactor 80 TM (ETF,exCore,QUSLGVMQ,5YMUNETF)",Bonds,US Treasury,2.7615
"Multifactor 80 TM (ETF,exCore,QUSLGVMQ,5YMUNETF)",Bonds,US Corporate Bond,4.4856
"Multifactor 80 TM (ETF,exCore,QUSLGVMQ,5YMUNETF)",Bonds,Int'l Bond,3.3279
"Multifactor 80 TM (ETF,exCore,QUSLGVMQ,5YMUNETF)",Cash,,0.8745
"Multifactor 80 TM (ETF,exCore,QUSLGVMQ,5YMUNETF)",Cash,Cash,0.2995
"Multifactor 80 TM (ETF,exCore,QUSLGVMQ,5YMUNETF)",Cash,Money Market Taxable,0.575
"Multifactor 80 TM (ETF,QUSALVMQ,QIDMVMQ,N7YMUN)",Equity,,80.0
"Multifactor 80 TM (ETF,QUSALVMQ,QIDMVMQ,N7YMUN)",Equity,US Large Cap Core,28.1578
"Multifactor 80 TM (ETF,QUSALVMQ,QIDMVMQ,N7YMUN)",Equity,US Real Estate,1.304
"Multifactor 80 TM (ETF,QUSALVMQ,QIDMVMQ,N7YMUN)",Equity,US Sector Equity,18.1075
"Multifactor 80 TM (ETF,QUSALVMQ,QIDMVMQ,N7YMUN)",Equity,US Mid Cap Core,2.8299
"Multifactor 80 TM (ETF,QUSALVMQ,QIDMVMQ,N7YMUN)",Equity,US Small Cap Core,8.7964
"Multifactor 80 TM (ETF,QUSALVMQ,QIDMVMQ,N7YMUN)",Equity,Int'l Developed Core,8.397
