strategy,asset_1,asset_2,correlation
"Multifactor 40 TM (ETF, Ex China)",Int'l Equity,Real Estate,0.5278
"Multifactor 40 TM (ETF, Ex China)",Int'l Equity,Commodities,0.3858
"Multifactor 40 TM (ETF, Ex China)",US Bonds,US Equity,0.1253
"Multifactor 40 TM (ETF, Ex China)",US Bonds,Int'l Equity,0.0339
"Multifactor 40 TM (ETF, Ex China)",US Bonds,US Bonds,1.0
"Multifactor 40 TM (ETF, Ex China)",US Bonds,Real Estate,0.2346
"Multifactor 40 TM (ETF, Ex China)",US Bonds,Commodities,-0.1361
"Multifactor 40 TM (ETF, Ex China)",Real Estate,US Equity,0.5709
"Multifactor 40 TM (ETF, Ex China)",Real Estate,Int'l Equity,0.5278
"Multifactor 40 TM (ETF, Ex China)",Real Estate,US Bonds,0.2346
"Multifactor 40 TM (ETF, Ex China)",Real Estate,Real Estate,1.0
"Multifactor 40 TM (ETF, Ex China)",Real Estate,Commodities,0.258
"Multifactor 40 TM (ETF, Ex China)",Commodities,US Equity,0.2971
"Multifactor 40 TM (ETF, Ex China)",Commodities,Int'l Equity,0.3858
"Multifactor 40 TM (ETF, Ex China)",Commodities,US Bonds,-0.1361
"Multifactor 40 TM (ETF, Ex China)",Commodities,Real Estate,0.258
"Multifactor 40 TM (ETF, Ex China)",Commodities,Commodities,1.0
"Multifactor 40 TM (ETF, Ex China, CA Muni)",US Equity,US Equity,1.0
"Multifactor 40 TM (ETF, Ex China, CA Muni)",US Equity,Int'l Equity,0.8273
"Multifactor 40 TM (ETF, Ex China, CA Muni)",US Equity,US Bonds,0.0692
"Multifactor 40 TM (ETF, Ex China, CA Muni)",US Equity,Real Estate,0.6099
"Multifactor 40 TM (ETF, Ex China, CA Muni)",US Equity,Commodities,0.2881
"Multifactor 40 TM (ETF, Ex China, CA Muni)",Int'l Equity,US Equity,0.8273
"Multifactor 40 TM (ETF, Ex China, CA Muni)",Int'l Equity,Int'l Equity,1.0
"Multifactor 40 TM (ETF, Ex China, CA Muni)",Int'l Equity,US Bonds,0.0126
"Multifactor 40 TM (ETF, Ex China, CA Muni)",Int'l Equity,Real Estate,0.5237
"Multifactor 40 TM (ETF, Ex China, CA Muni)",Int'l Equity,Commodities,0.3622
"Multifactor 40 TM (ETF, Ex China, CA Muni)",US Bonds,US Equity,0.0692
"Multifactor 40 TM (ETF, Ex China, CA Muni)",US Bonds,Int'l Equity,0.0126
"Multifactor 40 TM (ETF, Ex China, CA Muni)",US Bonds,US Bonds,1.0
"Multifactor 40 TM (ETF, Ex China, CA Muni)",US Bonds,Real Estate,0.2015
"Multifactor 40 TM (ETF, Ex China, CA Muni)",US Bonds,Commodities,-0.1204
"Multifactor 40 TM (ETF, Ex China, CA Muni)",Real Estate,US Equity,0.6099
"Multifactor 40 TM (ETF, Ex China, CA Muni)",Real Estate,Int'l Equity,0.5237
"Multifactor 40 TM (ETF, Ex China, CA Muni)",Real Estate,US Bonds,0.2015
"Multifactor 40 TM (ETF, Ex China, CA Muni)",Real Estate,Real Estate,1.0
"Multifactor 40 TM (ETF, Ex China, CA Muni)",Real Estate,Commodities,0.2933
"Multifactor 40 TM (ETF, Ex China, CA Muni)",Commodities,US Equity,0.2881
"Multifactor 40 TM (ETF, Ex China, CA Muni)",Commodities,Int'l Equity,0.3622
"Multifactor 40 TM (ETF, Ex China, CA Muni)",Commodities,US Bonds,-0.1204
"Multifactor 40 TM (ETF, Ex China, CA Muni)",Commodities,Real Estate,0.2933
"Multifactor 40 TM (ETF, Ex China, CA Muni)",Commodities,Commodities,1.0
"Multifactor 40 TM (ETF, Ex Core, CA Muni)",US Equity,US Equity,1.0
"Multifactor 40 TM (ETF, Ex Core, CA Muni)",US Equity,Int'l Equity,0.8286
"Multifactor 40 TM (ETF, Ex Core, CA Muni)",US Equity,US Bonds,0.133
"Multifactor 40 TM (ETF, Ex Core, CA Muni)",US Equity,Real Estate,0.5841
"Multifactor 40 TM (ETF, Ex Core, CA Muni)",US Equity,Commodities,0.335
"Multifactor 40 TM (ETF, Ex Core, CA Muni)",Int'l Equity,US Equity,0.8286
"Multifactor 40 TM (ETF, Ex Core, CA Muni)",Int'l Equity,Int'l Equity,1.0
"Multifactor 40 TM (ETF, Ex Core, CA Muni)",Int'l Equity,US Bonds,0.0542
"Multifactor 40 TM (ETF, Ex Core, CA Muni)",Int'l Equity,Real Estate,0.5621
"Multifactor 40 TM (ETF, Ex Core, CA Muni)",Int'l Equity,Commodities,0.3647
"Multifactor 40 TM (ETF, Ex Core, CA Muni)",US Bonds,US Equity,0.133
"Multifactor 40 TM (ETF, Ex Core, CA Muni)",US Bonds,Int'l Equity,0.0542
"Multifactor 40 TM (ETF, Ex Core, CA Muni)",US Bonds,US Bonds,1.0
"Multifactor 40 TM (ETF, Ex Core, CA Muni)",US Bonds,Real Estate,0.2405
"Multifactor 40 TM (ETF, Ex Core, CA Muni)",US Bonds,Commodities,-0.1112
"Multifactor 40 TM (ETF, Ex Core, CA Muni)",Real Estate,US Equity,0.5841
"Multifactor 40 TM (ETF, Ex Core, CA Muni)",Real Estate,Int'l Equity,0.5621
"Multifactor 40 TM (ETF, Ex Core, CA Muni)",Real Estate,US Bonds,0.2405
"Multifactor 40 TM (ETF, Ex Core, CA Muni)",Real Estate,Real Estate,1.0
"Multifactor 40 TM (ETF, Ex Core, CA Muni)",Real Estate,Commodities,0.2709
"Multifactor 40 TM (ETF, Ex Core, CA Muni)",Commodities,US Equity,0.335
"Multifactor 40 TM (ETF, Ex Core, CA Muni)",Commodities,Int'l Equity,0.3647
"Multifactor 40 TM (ETF, Ex Core, CA Muni)",Commodities,US Bonds,-0.1112
"Multifactor 40 TM (ETF, Ex Core, CA Muni)",Commodities,Real Estate,0.2709
"Multifactor 40 TM (ETF, Ex Core, CA Muni)",Commodities,Commodities,1.0
"Multifactor 40 TM (ETF, exCore)",US Equity,US Equity,1.0
"Multifactor 40 TM (ETF, exCore)",US Equity,Int'l Equity,0.8576
"Multifactor 40 TM (ETF, exCore)",US Equity,US Bonds,0.1119
"Multifactor 40 TM (ETF, exCore)",US Equity,Real Estate,0.6051
"Multifactor 40 TM (ETF, exCore)",US Equity,Commodities,0.3475
"Multifactor 40 TM (ETF, exCore)",Int'l Equity,US Equity,0.8576
"Multifactor 40 TM (ETF, exCore)",Int'l Equity,Int'l Equity,1.0
"Multifactor 40 TM (ETF, exCore)",Int'l Equity,US Bonds,0.0313
"Multifactor 40 TM (ETF, exCore)",Int'l Equity,Real Estate,0.5522
"Multifactor 40 TM (ETF, exCore)",Int'l Equity,Commodities,0.3566
"Multifactor 40 TM (ETF, exCore)",US Bonds,US Equity,0.1119
"Multifactor 40 TM (ETF, exCore)",US Bonds,Int'l Equity,0.0313
"Multifactor 40 TM (ETF, exCore)",US Bonds,US Bonds,1.0
"Multifactor 40 TM (ETF, exCore)",US Bonds,Real Estate,0.1976
"Multifactor 40 TM (ETF, exCore)",US Bonds,Commodities,-0.1109
"Multifactor 40 TM (ETF, exCore)",Real Estate,US Equity,0.6051
"Multifactor 40 TM (ETF, exCore)",Real Estate,Int'l Equity,0.5522
"Multifactor 40 TM (ETF, exCore)",Real Estate,US Bonds,0.1976
"Multifactor 40 TM (ETF, exCore)",Real Estate,Real Estate,1.0
"Multifactor 40 TM (ETF, exCore)",Real Estate,Commodities,0.3142
"Multifactor 40 TM (ETF, exCore)",Commodities,US Equity,0.3475
"Multifactor 40 TM (ETF, exCore)",Commodities,Int'l Equity,0.3566
"Multifactor 40 TM (ETF, exCore)",Commodities,US Bonds,-0.1109
"Multifactor 40 TM (ETF, exCore)",Commodities,Real Estate,0.3142
"Multifactor 40 TM (ETF, exCore)",Commodities,Commodities,1.0
"Multifactor 40 TM (ETF, exCore, N7YMUN)",US Equity,US Equity,1.0
"Multifactor 40 TM (ETF, exCore, N7YMUN)",US Equity,Int'l Equity,0.7814
"Multifactor 40 TM (ETF, exCore, N7YMUN)",US Equity,US Bonds,0.0991
"Multifactor 40 TM (ETF, exCore, N7YMUN)",US Equity,Real Estate,0.5907
"Multifactor 40 TM (ETF, exCore, N7YMUN)",US Equity,Commodities,0.2834
"Multifactor 40 TM (ETF, exCore, N7YMUN)",Int'l Equity,US Equity,0.7814
"Multifactor 40 TM (ETF, exCore, N7YMUN)",Int'l Equity,Int'l Equity,1.0
"Multifactor 40 TM (ETF, exCore, N7YMUN)",Int'l Equity,US Bonds,0.06
"Multifactor 40 TM (ETF, exCore, N7YMUN)",Int'l Equity,Real Estate,0.5401
"Multifactor 40 TM (ETF, exCore, N7YMUN)",Int'l Equity,Commodities,0.3758
"Multifactor 40 TM (ETF, exCore, N7YMUN)",US Bonds,US Equity,0.0991
"Multifactor 40 TM (ETF, exCore, N7YMUN)",US Bonds,Int'l Equity,0.06
"Multifactor 40 TM (ETF, exCore, N7YMUN)",US Bonds,US Bonds,1.0
"Multifactor 40 TM (ETF, exCore, N7YMUN)",US Bonds,Real Estate,0.2263
"Multifactor 40 TM (ETF, exCore, N7YMUN)",US Bonds,Commodities,-0.0988
"Multifactor 40 TM (ETF, exCore, N7YMUN)",Real Estate,US Equity,0.5907
"Multifactor 40 TM (ETF, exCore, N7YMUN)",Real Estate,Int'l Equity,0.5401
"Multifactor 40 TM (ETF, exCore, N7YMUN)",Real Estate,US Bonds,0.2263
"Multifactor 40 TM (ETF, exCore, N7YMUN)",Real Estate,Real Estate,1.0
"Multifactor 40 TM (ETF, exCore, N7YMUN)",Real Estate,Commodities,0.2552
"Multifactor 40 TM (ETF, exCore, N7YMUN)",Commodities,US Equity,0.2834
"Multifactor 40 TM (ETF, exCore, N7YMUN)",Commodities,Int'l Equity,0.3758
"Multifactor 40 TM (ETF, exCore, N7YMUN)",Commodities,US Bonds,-0.0988
"Multifactor 40 TM (ETF, exCore, N7YMUN)",Commodities,Real Estate,0.2552
"Multifactor 40 TM (ETF, exCore, N7YMUN)",Commodities,Commodities,1.0
"Multifactor 40 TM (ETF, exCore, QUSALVMQ, CA Muni)",US Equity,US Equity,1.0
"Multifactor 40 TM (ETF, exCore, QUSALVMQ, CA Muni)",US Equity,Int'l Equity,0.7808
"Multifactor 40 TM (ETF, exCore, QUSALVMQ, CA Muni)",US Equity,US Bonds,0.105
"Multifactor 40 TM (ETF, exCore, QUSALVMQ, CA Muni)",US Equity,Real Estate,0.5482
"Multifactor 40 TM (ETF, exCore, QUSALVMQ, CA Muni)",US Equity,Commodities,0.3231
"Multifactor 40 TM (ETF, exCore, QUSALVMQ, CA Muni)",Int'l Equity,US Equity,0.7808
"Multifactor 40 TM (ETF, exCore, QUSALVMQ, CA Muni)",Int'l Equity,Int'l Equity,1.0
"Multifactor 40 TM (ETF, exCore, QUSALVMQ, CA Muni)",Int'l Equity,US Bonds,0.0121
"Multifactor 40 TM (ETF, exCore, QUSALVMQ, CA Muni)",Int'l Equity,Real Estate,0.5124
"Multifactor 40 TM (ETF, exCore, QUSALVMQ, CA Muni)",Int'l Equity,Commodities,0.3637
"Multifactor 40 TM (ETF, exCore, QUSALVMQ, CA Muni)",US Bonds,US Equity,0.105
"Multifactor 40 TM (ETF, exCore, QUSALVMQ, CA Muni)",US Bonds,Int'l Equity,0.0121
"Multifactor 40 TM (ETF, exCore, QUSALVMQ, CA Muni)",US Bonds,US Bonds,1.0
"Multifactor 40 TM (ETF, exCore, QUSALVMQ, CA Muni)",US Bonds,Real Estate,0.2492
"Multifactor 40 TM (ETF, exCore, QUSALVMQ, CA Muni)",US Bonds,Commodities,-0.1438
"Multifactor 40 TM (ETF, exCore, QUSALVMQ, CA Muni)",Real Estate,US Equity,0.5482
"Multifactor 40 TM (ETF, exCore, QUSALVMQ, CA Muni)",Real Estate,Int'l Equity,0.5124
"Multifactor 40 TM (ETF, exCore, QUSALVMQ, CA Muni)",Real Estate,US Bonds,0.2492
"Multifactor 40 TM (ETF, exCore, QUSALVMQ, CA Muni)",Real Estate,Real Estate,1.0
"Multifactor 40 TM (ETF, exCore, QUSALVMQ, CA Muni)",Real Estate,Commodities,0.2705
"Multifactor 40 TM (ETF, exCore, QUSALVMQ, CA Muni)",Commodities,US Equity,0.3231
"Multifactor 40 TM (ETF, exCore, QUSALVMQ, CA Muni)",Commodities,Int'l Equity,0.3637
"Multifactor 40 TM (ETF, exCore, QUSALVMQ, CA Muni)",Commodities,US Bonds,-0.1438
"Multifactor 40 TM (ETF, exCore, QUSALVMQ, CA Muni)",Commodities,Real Estate,0.2705
"Multifactor 40 TM (ETF, exCore, QUSALVMQ, CA Muni)",Commodities,Commodities,1.0
"Multifactor 40 TM (ETF, exCore, QUSLGVMQ, CA Muni)",US Equity,US Equity,1.0
"Multifactor 40 TM (ETF, exCore, QUSLGVMQ, CA Muni)",US Equity,Int'l Equity,0.8188
"Multifactor 40 TM (ETF, exCore, QUSLGVMQ, CA Muni)",US Equity,US Bonds,0.0959
"Multifactor 40 TM (ETF, exCore, QUSLGVMQ, CA Muni)",US Equity,Real Estate,0.5833
"Multifactor 40 TM (ETF, exCore, QUSLGVMQ, CA Muni)",US Equity,Commodities,0.3196
"Multifactor 40 TM (ETF, exCore, QUSLGVMQ, CA Muni)",Int'l Equity,US Equity,0.8188
"Multifactor 40 TM (ETF, exCore, QUSLGVMQ, CA Muni)",Int'l Equity,Int'l Equity,1.0
"Multifactor 40 TM (ETF, exCore, QUSLGVMQ, CA Muni)",Int'l Equity,US Bonds,-0.0078
"Multifactor 40 TM (ETF, exCore, QUSLGVMQ, CA Muni)",Int'l Equity,Real Estate,0.5289
"Multifactor 40 TM (ETF, exCore, QUSLGVMQ, CA Muni)",Int'l Equity,Commodities,0.3704
"Multifactor 40 TM (ETF, exCore, QUSLGVMQ, CA Muni)",US Bonds,US Equity,0.0959
"Multifactor 40 TM (ETF, exCore, QUSLGVMQ, CA Muni)",US Bonds,Int'l Equity,-0.0078
"Multifactor 40 TM (ETF, exCore, QUSLGVMQ, CA Muni)",US Bonds,US Bonds,1.0
"Multifactor 40 TM (ETF, exCore, QUSLGVMQ, CA Muni)",US Bonds,Real Estate,0.2228
"Multifactor 40 TM (ETF, exCore, QUSLGVMQ, CA Muni)",US Bonds,Commodities,-0.1348
"Multifactor 40 TM (ETF, exCore, QUSLGVMQ, CA Muni)",Real Estate,US Equity,0.5833
"Multifactor 40 TM (ETF, exCore, QUSLGVMQ, CA Muni)",Real Estate,Int'l Equity,0.5289
"Multifactor 40 TM (ETF, exCore, QUSLGVMQ, CA Muni)",Real Estate,US Bonds,0.2228
"Multifactor 40 TM (ETF, exCore, QUSLGVMQ, CA Muni)",Real Estate,Real Estate,1.0
"Multifactor 40 TM (ETF, exCore, QUSLGVMQ, CA Muni)",Real Estate,Commodities,0.2595
"Multifactor 40 TM (ETF, exCore, QUSLGVMQ, CA Muni)",Commodities,US Equity,0.3196
"Multifactor 40 TM (ETF, exCore, QUSLGVMQ, CA Muni)",Commodities,Int'l Equity,0.3704
"Multifactor 40 TM (ETF, exCore, QUSLGVMQ, CA Muni)",Commodities,US Bonds,-0.1348
"Multifactor 40 TM (ETF, exCore, QUSLGVMQ, CA Muni)",Commodities,Real Estate,0.2595
"Multifactor 40 TM (ETF, exCore, QUSLGVMQ, CA Muni)",Commodities,Commodities,1.0
"Multifactor 40 TM (ETF, exCore, QUSLGVMQ, N7YMUN)",US Equity,US Equity,1.0
"Multifactor 40 TM (ETF, exCore, QUSLGVMQ, N7YMUN)",US Equity,Int'l Equity,0.7961
"Multifactor 40 TM (ETF, exCore, QUSLGVMQ, N7YMUN)",US Equity,US Bonds,0.1097
"Multifactor 40 TM (ETF, exCore, QUSLGVMQ, N7YMUN)",US Equity,Real Estate,0.6077
"Multifactor 40 TM (ETF, exCore, QUSLGVMQ, N7YMUN)",US Equity,Commodities,0.3165
"Multifactor 40 TM (ETF, exCore, QUSLGVMQ, N7YMUN)",Int'l Equity,US Equity,0.7961
"Multifactor 40 TM (ETF, exCore, QUSLGVMQ, N7YMUN)",Int'l Equity,Int'l Equity,1.0
"Multifactor 40 TM (ETF, exCore, QUSLGVMQ, N7YMUN)",Int'l Equity,US Bonds,0.0673
"Multifactor 40 TM (ETF, exCore, QUSLGVMQ, N7YMUN)",Int'l Equity,Real Estate,0.5471
"Multifactor 40 TM (ETF, exCore, QUSLGVMQ, N7YMUN)",Int'l Equity,Commodities,0.3988
"Multifactor 40 TM (ETF, exCore, QUSLGVMQ, N7YMUN)",US Bonds,US Equity,0.1097
"Multifactor 40 TM (ETF, exCore, QUSLGVMQ, N7YMUN)",US Bonds,Int'l Equity,0.0673
"Multifactor 40 TM (ETF, exCore, QUSLGVMQ, N7YMUN)",US Bonds,US Bonds,1.0
"Multifactor 40 TM (ETF, exCore, QUSLGVMQ, N7YMUN)",US Bonds,Real Estate,0.2245
"Multifactor 40 TM (ETF, exCore, QUSLGVMQ, N7YMUN)",US Bonds,Commodities,-0.1151
"Multifactor 40 TM (ETF, exCore, QUSLGVMQ, N7YMUN)",Real Estate,US Equity,0.6077
"Multifactor 40 TM (ETF, exCore, QUSLGVMQ, N7YMUN)",Real Estate,Int'l Equity,0.5471
"Multifactor 40 TM (ETF, exCore, QUSLGVMQ, N7YMUN)",Real Estate,US Bonds,0.2245
"Multifactor 40 TM (ETF, exCore, QUSLGVMQ, N7YMUN)",Real Estate,Real Estate,1.0
"Multifactor 40 TM (ETF, exCore, QUSLGVMQ, N7YMUN)",Real Estate,Commodities,0.3085
"Multifactor 40 TM (ETF, exCore, QUSLGVMQ, N7YMUN)",Commodities,US Equity,0.3165
"Multifactor 40 TM (ETF, exCore, QUSLGVMQ, N7YMUN)",Commodities,Int'l Equity,0.3988
"Multifactor 40 TM (ETF, exCore, QUSLGVMQ, N7YMUN)",Commodities,US Bonds,-0.1151
"Multifactor 40 TM (ETF, exCore, QUSLGVMQ, N7YMUN)",Commodities,Real Estate,0.3085
"Multifactor 40 TM (ETF, exCore, QUSLGVMQ, N7YMUN)",Commodities,Commodities,1.0
"Multifactor 40 TM (ETF, MUSLGMFTLM, 5YMUNETF)",US Equity,US Equity,1.0
"Multifactor 40 TM (ETF, MUSLGMFTLM, 5YMUNETF)",US Equity,Int'l Equity,0.8259
"Multifactor 40 TM (ETF, MUSLGMFTLM, 5YMUNETF)",US Equity,US Bonds,0.1019
"Multifactor 40 TM (ETF, MUSLGMFTLM, 5YMUNETF)",US Equity,Real Estate,0.5695
"Multifactor 40 TM (ETF, MUSLGMFTLM, 5YMUNETF)",US Equity,Commodities,0.3381
"Multifactor 40 TM (ETF, MUSLGMFTLM, 5YMUNETF)",Int'l Equity,US Equity,0.8259
"Multifactor 40 TM (ETF, MUSLGMFTLM, 5YMUNETF)",Int'l Equity,Int'l Equity,1.0
"Multifactor 40 TM (ETF, MUSLGMFTLM, 5YMUNETF)",Int'l Equity,US Bonds,0.0555
"Multifactor 40 TM (ETF, MUSLGMFTLM, 5YMUNETF)",Int'l Equity,Real Estate,0.5131
"Multifactor 40 TM (ETF, MUSLGMFTLM, 5YMUNETF)",Int'l Equity,Commodities,0.3794
"Multifactor 40 TM (ETF, MUSLGMFTLM, 5YMUNETF)",US Bonds,US Equity,0.1019
"Multifactor 40 TM (ETF, MUSLGMFTLM, 5YMUNETF)",US Bonds,Int'l Equity,0.0555
"Multifactor 40 TM (ETF, MUSLGMFTLM, 5YMUNETF)",US Bonds,US Bonds,1.0
"Multifactor 40 TM (ETF, MUSLGMFTLM, 5YMUNETF)",US Bonds,Real Estate,0.2062
"Multifactor 40 TM (ETF, MUSLGMFTLM, 5YMUNETF)",US Bonds,Commodities,-0.1095
"Multifactor 40 TM (ETF, MUSLGMFTLM, 5YMUNETF)",Real Estate,US Equity,0.5695
"Multifactor 40 TM (ETF, MUSLGMFTLM, 5YMUNETF)",Real Estate,Int'l Equity,0.5131
"Multifactor 40 TM (ETF, MUSLGMFTLM, 5YMUNETF)",Real Estate,US Bonds,0.2062
"Multifactor 40 TM (ETF, MUSLGMFTLM, 5YMUNETF)",Real Estate,Real Estate,1.0
"Multifactor 40 TM (ETF, MUSLGMFTLM, 5YMUNETF)",Real Estate,Commodities,0.3036
"Multifactor 40 TM (ETF, MUSLGMFTLM, 5YMUNETF)",Commodities,US Equity,0.3381
"Multifactor 40 TM (ETF, MUSLGMFTLM, 5YMUNETF)",Commodities,Int'l Equity,0.3794
"Multifactor 40 TM (ETF, MUSLGMFTLM, 5YMUNETF)",Commodities,US Bonds,-0.1095
"Multifactor 40 TM (ETF, MUSLGMFTLM, 5YMUNETF)",Commodities,Real Estate,0.3036
"Multifactor 40 TM (ETF, MUSLGMFTLM, 5YMUNETF)",Commodities,Commodities,1.0
"Multifactor 40 TM (ETF, MUSLGMFTLM, N7YMUN)",US Equity,US Equity,1.0
"Multifactor 40 TM (ETF, MUSLGMFTLM, N7YMUN)",US Equity,Int'l Equity,0.7955
"Multifactor 40 TM (ETF, MUSLGMFTLM, N7YMUN)",US Equity,US Bonds,0.1115
"Multifactor 40 TM (ETF, MUSLGMFTLM, N7YMUN)",US Equity,Real Estate,0.5847
"Multifactor 40 TM (ETF, MUSLGMFTLM, N7YMUN)",US Equity,Commodities,0.3412
"Multifactor 40 TM (ETF, MUSLGMFTLM, N7YMUN)",Int'l Equity,US Equity,0.7955
"Multifactor 40 TM (ETF, MUSLGMFTLM, N7YMUN)",Int'l Equity,Int'l Equity,1.0
"Multifactor 40 TM (ETF, MUSLGMFTLM, N7YMUN)",Int'l Equity,US Bonds,0.0381
"Multifactor 40 TM (ETF, MUSLGMFTLM, N7YMUN)",Int'l Equity,Real Estate,0.504
"Multifactor 40 TM (ETF, MUSLGMFTLM, N7YMUN)",Int'l Equity,Commodities,0.3513
"Multifactor 40 TM (ETF, MUSLGMFTLM, N7YMUN)",US Bonds,US Equity,0.1115
"Multifactor 40 TM (ETF, MUSLGMFTLM, N7YMUN)",US Bonds,Int'l Equity,0.0381
"Multifactor 40 TM (ETF, MUSLGMFTLM, N7YMUN)",US Bonds,US Bonds,1.0
"Multifactor 40 TM (ETF, MUSLGMFTLM, N7YMUN)",US Bonds,Real Estate,0.2166
"Multifactor 40 TM (ETF, MUSLGMFTLM, N7YMUN)",US Bonds,Commodities,-0.1476
"Multifactor 40 TM (ETF, MUSLGMFTLM, N7YMUN)",Real Estate,US Equity,0.5847
"Multifactor 40 TM (ETF, MUSLGMFTLM, N7YMUN)",Real Estate,Int'l Equity,0.504
"Multifactor 40 TM (ETF, MUSLGMFTLM, N7YMUN)",Real Estate,US Bonds,0.2166
"Multifactor 40 TM (ETF, MUSLGMFTLM, N7YMUN)",Real Estate,Real Estate,1.0
"Multifactor 40 TM (ETF, MUSLGMFTLM, N7YMUN)",Real Estate,Commodities,0.2954
"Multifactor 40 TM (ETF, MUSLGMFTLM, N7YMUN)",Commodities,US Equity,0.3412
"Multifactor 40 TM (ETF, MUSLGMFTLM, N7YMUN)",Commodities,Int'l Equity,0.3513
"Multifactor 40 TM (ETF, MUSLGMFTLM, N7YMUN)",Commodities,US Bonds,-0.1476
"Multifactor 40 TM (ETF, MUSLGMFTLM, N7YMUN)",Commodities,Real Estate,0.2954
"Multifactor 40 TM (ETF, MUSLGMFTLM, N7YMUN)",Commodities,Commodities,1.0
"Multifactor 40 TM (ETF, N15YMUN)",US Equity,US Equity,1.0
"Multifactor 40 TM (ETF, N15YMUN)",US Equity,Int'l Equity,0.8119
"Multifactor 40 TM (ETF, N15YMUN)",US Equity,US Bonds,0.1029
"Multifactor 40 TM (ETF, N15YMUN)",US Equity,Real Estate,0.6108
"Multifactor 40 TM (ETF, N15YMUN)",US Equity,Commodities,0.3192
"Multifactor 40 TM (ETF, N15YMUN)",Int'l Equity,US Equity,0.8119
"Multifactor 40 TM (ETF, N15YMUN)",Int'l Equity,Int'l Equity,1.0
"Multifactor 40 TM (ETF, N15YMUN)",Int'l Equity,US Bonds,-0.006
"Multifactor 40 TM (ETF, N15YMUN)",Int'l Equity,Real Estate,0.5126
"Multifactor 40 TM (ETF, N15YMUN)",Int'l Equity,Commodities,0.4069
"Multifactor 40 TM (ETF, N15YMUN)",US Bonds,US Equity,0.1029
"Multifactor 40 TM (ETF, N15YMUN)",US Bonds,Int'l Equity,-0.006
"Multifactor 40 TM (ETF, N15YMUN)",US Bonds,US Bonds,1.0
"Multifactor 40 TM (ETF, N15YMUN)",US Bonds,Real Estate,0.2351
"Multifactor 40 TM (ETF, N15YMUN)",US Bonds,Commodities,-0.1177
"Multifactor 40 TM (ETF, N15YMUN)",Real Estate,US Equity,0.6108
"Multifactor 40 TM (ETF, N15YMUN)",Real Estate,Int'l Equity,0.5126
"Multifactor 40 TM (ETF, N15YMUN)",Real Estate,US Bonds,0.2351
"Multifactor 40 TM (ETF, N15YMUN)",Real Estate,Real Estate,1.0
"Multifactor 40 TM (ETF, N15YMUN)",Real Estate,Commodities,0.2873
"Multifactor 40 TM (ETF, N15YMUN)",Commodities,US Equity,0.3192
"Multifactor 40 TM (ETF, N15YMUN)",Commodities,Int'l Equity,0.4069
"Multifactor 40 TM (ETF, N15YMUN)",Commodities,US Bonds,-0.1177
"Multifactor 40 TM (ETF, N15YMUN)",Commodities,Real Estate,0.2873
"Multifactor 40 TM (ETF, N15YMUN)",Commodities,Commodities,1.0
"Multifactor 40 TM (ETF, QUSALVMQ)",US Equity,US Equity,1.0
"Multifactor 40 TM (ETF, QUSALVMQ)",US Equity,Int'l Equity,0.8453
"Multifactor 40 TM (ETF, QUSALVMQ)",US Equity,US Bonds,0.1389
"Multifactor 40 TM (ETF, QUSALVMQ)",US Equity,Real Estate,0.6122
"Multifactor 40 TM (ETF, QUSALVMQ)",US Equity,Commodities,0.2963
"Multifactor 40 TM (ETF, QUSALVMQ)",Int'l Equity,US Equity,0.8453
"Multifactor 40 TM (ETF, QUSALVMQ)",Int'l Equity,Int'l Equity,1.0
"Multifactor 40 TM (ETF, QUSALVMQ)",Int'l Equity,US Bonds,0.0438
"Multifactor 40 TM (ETF, QUSALVMQ)",Int'l Equity,Real Estate,0.5408
"Multifactor 40 TM (ETF, QUSALVMQ)",Int'l Equity,Commodities,0.3791
"Multifactor 40 TM (ETF, QUSALVMQ)",US Bonds,US Equity,0.1389
"Multifactor 40 TM (ETF, QUSALVMQ)",US Bonds,Int'l Equity,0.0438
"Multifactor 40 TM (ETF, QUSALVMQ)",US Bonds,US Bonds,1.0
"Multifactor 40 TM (ETF, QUSALVMQ)",US Bonds,Real Estate,0.2371
"Multifactor 40 TM (ETF, QUSALVMQ)",US Bonds,Commodities,-0.1082
"Multifactor 40 TM (ETF, QUSALVMQ)",Real Estate,US Equity,0.6122
"Multifactor 40 TM (ETF, QUSALVMQ)",Real Estate,Int'l Equity,0.5408
"Multifactor 40 TM (ETF, QUSALVMQ)",Real Estate,US Bonds,0.2371
"Multifactor 40 TM (ETF, QUSALVMQ)",Real Estate,Real Estate,1.0
"Multifactor 40 TM (ETF, QUSALVMQ)",Real Estate,Commodities,0.2819
"Multifactor 40 TM (ETF, QUSALVMQ)",Commodities,US Equity,0.2963
"Multifactor 40 TM (ETF, QUSALVMQ)",Commodities,Int'l Equity,0.3791
"Multifactor 40 TM (ETF, QUSALVMQ)",Commodities,US Bonds,-0.1082
"Multifactor 40 TM (ETF, QUSALVMQ)",Commodities,Real Estate,0.2819
"Multifactor 40 TM (ETF, QUSALVMQ)",Commodities,Commodities,1.0
"Multifactor 40 TM (ETF, QUSALVMQ, CA Muni)",US Equity,US Equity,1.0
"Multifactor 40 TM (ETF, QUSALVMQ, CA Muni)",US Equity,Int'l Equity,0.7864
"Multifactor 40 TM (ETF, QUSALVMQ, CA Muni)",US Equity,US Bonds,0.098
"Multifactor 40 TM (ETF, QUSALVMQ, CA Muni)",US Equity,Real Estate,0.6123
